"","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP"
"282","201211020ATL","ATL","Devin Harris","harride01","21:41",4,10,0.4,1,5,0.2,0,0,NA,0,2,2,2,2,0,1,0,9,-5,NA,1
"283","201211020ATL","ATL","Kyle Korver","korveky01","14:45",0,3,0,0,2,0,0,0,NA,0,2,2,2,2,0,0,5,0,-6,NA,1
"284","201211020ATL","ATL","Louis Williams","willilo02","30:38:00",7,17,0.412,2,5,0.4,6,7,0.857,0,4,4,5,3,0,3,2,22,4,NA,1
"285","201211020ATL","ATL","DeShawn Stevenson","stevede01","28:59:00",4,6,0.667,4,6,0.667,0,0,NA,1,1,2,1,2,0,0,6,12,2,NA,1
"286","201211020ATL","ATL","Zaza Pachulia","pachuza01","21:51",4,5,0.8,0,0,NA,5,6,0.833,5,3,8,1,0,0,0,4,13,-3,NA,1
"287","201211020ATL","ATL","Anthony Tolliver","tollian01","16:05",0,3,0,0,3,0,0,0,NA,0,2,2,0,0,0,0,2,0,1,NA,1
"288","201211020BOS","MIL","Monta Ellis","ellismo01","36:33:00",6,20,0.3,2,6,0.333,0,0,NA,1,2,3,4,0,0,2,1,14,12,NA,1
"289","201211020BOS","MIL","Tobias Harris","harrito02","32:53:00",8,11,0.727,2,2,1,0,0,NA,0,6,6,2,0,1,3,1,18,9,NA,1
"290","201211020BOS","MIL","Brandon Jennings","jennibr01","28:35:00",9,17,0.529,1,3,0.333,2,3,0.667,0,2,2,13,6,0,2,2,21,12,NA,1
"291","201211020BOS","MIL","Ersan Ilyasova","ilyaser01","25:20:00",3,7,0.429,1,1,1,0,0,NA,4,7,11,1,1,0,2,4,7,10,NA,1
"292","201211020BOS","MIL","Samuel Dalembert","dalemsa01","15:28",1,1,1,0,0,NA,0,0,NA,1,2,3,1,0,0,1,1,2,6,NA,1
"293","201211020BOS","MIL","Ekpe Udoh","udohek01","23:21",3,5,0.6,0,0,NA,4,4,1,2,1,3,1,2,2,1,1,10,7,NA,1
"294","201211020BOS","MIL","Mike Dunleavy","dunlemi02","22:41",2,5,0.4,1,1,1,2,2,1,1,5,6,2,2,0,2,0,7,10,NA,1
"295","201211020BOS","MIL","Larry Sanders","sandela01","21:40",5,7,0.714,0,0,NA,0,0,NA,2,5,7,0,0,2,1,5,10,0,NA,1
"296","201211020BOS","MIL","Beno Udrih","udrihbe01","21:15",3,6,0.5,1,3,0.333,3,3,1,0,5,5,2,0,0,3,1,10,2,NA,1
"297","201211020BOS","MIL","Marquis Daniels","daniema01","9:37",0,5,0,0,2,0,0,0,NA,0,0,0,0,1,0,1,1,0,-4,NA,1
"298","201211020BOS","MIL","Doron Lamb","lambdo01","2:37",0,2,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-9,NA,1
"299","201211020BOS","BOS","Rajon Rondo","rondora01","40:30:00",6,12,0.5,0,1,0,2,4,0.5,0,4,4,11,3,0,2,3,14,-14,NA,1
"300","201211020BOS","BOS","Courtney Lee","leeco01","32:59:00",3,7,0.429,1,3,0.333,0,0,NA,1,1,2,1,1,0,3,2,7,-14,NA,1
"301","201211020BOS","BOS","Paul Pierce","piercpa01","27:47:00",3,11,0.273,1,3,0.333,4,4,1,0,6,6,2,0,0,4,3,11,-9,NA,1
"302","201211020BOS","BOS","Brandon Bass","bassbr01","26:55:00",3,6,0.5,0,1,0,4,4,1,1,5,6,3,1,0,1,0,10,-13,NA,1
"303","201211020BOS","BOS","Kevin Garnett","garneke01","25:30:00",6,14,0.429,0,0,NA,3,5,0.6,1,3,4,0,1,2,1,1,15,-4,NA,1
"304","201211020BOS","BOS","Jeff Green","greenje02","26:42:00",5,9,0.556,1,4,0.25,0,0,NA,0,1,1,0,2,1,1,0,11,-16,NA,1
"305","201211020BOS","BOS","Jason Terry","terryja01","24:41:00",4,6,0.667,2,2,1,0,0,NA,0,2,2,2,0,0,3,4,10,1,NA,1
"306","201211020BOS","BOS","Jared Sullinger","sullija01","17:59",2,5,0.4,0,0,NA,2,2,1,3,4,7,0,1,1,0,4,6,-4,NA,1
"307","201211020BOS","BOS","Leandro Barbosa","barbole01","7:13",1,3,0.333,0,0,NA,0,0,NA,0,1,1,1,0,0,0,0,2,3,NA,1
"308","201211020BOS","BOS","Darko Milicic","milicda01","4:30",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,2,1,0,-3,NA,1
"309","201211020BOS","BOS","Chris Wilcox","wilcoch01","2:37",0,0,NA,0,0,NA,2,2,1,0,1,1,1,0,0,0,0,2,9,NA,1
"310","201211020BOS","BOS","Kris Joseph","josepkr01","2:37",0,0,NA,0,0,NA,0,0,NA,0,1,1,1,0,0,1,0,0,9,NA,1
"311","201211020CHA","IND","Paul George","georgpa01","36:00:00",4,11,0.364,2,5,0.4,2,2,1,1,6,7,6,1,0,5,3,12,-4,NA,1
"312","201211020CHA","IND","David West","westda01","34:02:00",7,17,0.412,0,0,NA,0,2,0,0,6,6,2,1,0,1,1,14,-11,NA,1
"313","201211020CHA","IND","George Hill","hillge01","33:54:00",3,9,0.333,1,6,0.167,1,1,1,0,4,4,1,0,0,2,2,8,-8,NA,1
"314","201211020CHA","IND","Gerald Green","greenge01","31:54:00",3,12,0.25,1,6,0.167,0,4,0,1,3,4,0,0,1,2,2,7,-16,NA,1
"315","201211020CHA","IND","Roy Hibbert","hibbero01","23:43",3,4,0.75,0,0,NA,1,2,0.5,6,1,7,1,0,1,2,4,7,-6,NA,1
"316","201211020CHA","IND","Lance Stephenson","stephla01","25:06:00",6,9,0.667,2,3,0.667,1,2,0.5,0,6,6,4,2,0,3,0,15,13,NA,1
"317","201211020CHA","IND","Ian Mahinmi","mahinia01","21:31",2,5,0.4,0,0,NA,3,4,0.75,2,6,8,0,0,1,1,1,7,6,NA,1
"318","201211020CHA","IND","D.J. Augustin","augusdj01","16:46",1,7,0.143,1,5,0.2,0,0,NA,0,4,4,5,0,0,0,1,3,11,NA,1
"319","201211020CHA","IND","Tyler Hansbrough","hansbty01","16:44",4,9,0.444,0,1,0,7,8,0.875,4,2,6,0,1,2,1,2,15,9,NA,1
"320","201211020CHA","IND","Sam Young","youngsa01","0:20",0,0,NA,0,0,NA,1,2,0.5,0,0,0,0,0,0,0,0,1,1,NA,1
"321","201211020CHA","CHA","Gerald Henderson","hendege02","35:31:00",6,14,0.429,2,5,0.4,4,4,1,0,1,1,3,5,2,2,4,18,10,NA,1
"322","201211020CHA","CHA","Kemba Walker","walkeke02","33:01:00",10,21,0.476,1,1,1,9,10,0.9,3,2,5,3,1,1,1,1,30,13,NA,1
"323","201211020CHA","CHA","Brendan Haywood","haywobr01","31:14:00",1,3,0.333,0,0,NA,2,4,0.5,3,6,9,2,0,0,1,5,4,14,NA,1
"324","201211020CHA","CHA","Byron Mullens","mulleby01","31:06:00",3,10,0.3,0,6,0,0,0,NA,2,5,7,2,2,2,0,2,6,12,NA,1
"325","201211020CHA","CHA","Michael Kidd-Gilchrist","kiddgmi01","19:37",1,7,0.143,0,0,NA,0,0,NA,2,5,7,1,0,2,1,0,2,12,NA,1
"326","201211020CHA","CHA","Ben Gordon","gordobe01","22:03",4,8,0.5,2,4,0.5,0,0,NA,0,2,2,2,0,0,1,1,10,-11,NA,1
"327","201211020CHA","CHA","Ramon Sessions","sessira01","21:19",3,8,0.375,1,1,1,4,4,1,0,2,2,4,1,0,2,3,11,-12,NA,1
"328","201211020CHA","CHA","Tyrus Thomas","thomaty01","16:54",1,9,0.111,0,0,NA,2,2,1,0,3,3,1,1,0,1,4,4,-11,NA,1
"329","201211020CHA","CHA","Bismack Biyombo","biyombi01","16:46",1,2,0.5,0,0,NA,0,0,NA,0,4,4,0,0,2,0,1,2,-13,NA,1
"330","201211020CHA","CHA","Reggie Williams","willire02","12:29",1,3,0.333,1,2,0.5,0,0,NA,0,1,1,0,0,0,1,1,3,-9,NA,1
"331","201211020CLE","CHI","Joakim Noah","noahjo01","31:45:00",4,6,0.667,0,0,NA,2,2,1,1,4,5,1,2,0,4,3,10,30,NA,1
"332","201211020CLE","CHI","Luol Deng","denglu01","30:50:00",5,8,0.625,1,2,0.5,3,3,1,1,4,5,1,1,2,1,0,14,27,NA,1
"333","201211020CLE","CHI","Carlos Boozer","boozeca01","27:13:00",7,11,0.636,0,0,NA,5,7,0.714,1,6,7,6,1,0,3,2,19,18,NA,1
"334","201211020CLE","CHI","Richard Hamilton","hamilri01","26:35:00",8,12,0.667,0,2,0,3,3,1,0,1,1,2,0,0,2,2,19,18,NA,1
"335","201211020CLE","CHI","Kirk Hinrich","hinriki01","17:23",3,4,0.75,0,0,NA,3,4,0.75,1,2,3,6,1,1,0,4,9,21,NA,1
"336","201211020CLE","CHI","Nate Robinson","robinna01","27:05:00",7,9,0.778,2,3,0.667,0,0,NA,0,5,5,12,1,0,3,3,16,6,NA,1
"337","201211020CLE","CHI","Marco Belinelli","belinma01","21:25",3,4,0.75,0,1,0,2,3,0.667,0,2,2,0,1,0,1,1,8,11,NA,1
"338","201211020CLE","CHI","Taj Gibson","gibsota01","18:12",3,7,0.429,0,0,NA,2,4,0.5,0,6,6,1,0,1,1,2,8,9,NA,1
"339","201211020CLE","CHI","Jimmy Butler","butleji01","17:10",3,4,0.75,0,0,NA,2,2,1,1,3,4,1,0,0,1,0,8,2,NA,1
"340","201211020CLE","CHI","Nazr Mohammed","mohamna01","16:15",0,1,0,0,0,NA,1,2,0.5,0,3,3,1,0,0,1,2,1,-1,NA,1
"341","201211020CLE","CHI","Marquis Teague","teaguma01","3:32",0,1,0,0,0,NA,0,0,NA,0,0,0,3,0,0,0,1,0,2,NA,1
"342","201211020CLE","CHI","Vladimir Radmanovic","radmavl01","2:35",1,2,0.5,1,2,0.5,0,0,NA,0,0,0,0,0,0,0,1,3,2,NA,1
"343","201211020CLE","CLE","Kyrie Irving","irvinky01","30:01:00",6,15,0.4,0,1,0,3,6,0.5,1,1,2,4,1,0,4,2,15,-21,NA,1
"344","201211020CLE","CLE","Anderson Varejao","varejan01","29:32:00",5,8,0.625,0,0,NA,2,2,1,2,3,5,2,0,0,1,0,12,-18,NA,1
"345","201211020CLE","CLE","Dion Waiters","waitedi01","25:02:00",3,7,0.429,1,2,0.5,0,2,0,0,2,2,4,1,1,2,2,7,-9,NA,1
"346","201211020CLE","CLE","Alonzo Gee","geeal01","24:49:00",4,9,0.444,2,3,0.667,2,2,1,2,2,4,1,1,0,3,2,12,-13,NA,1
"347","201211020CLE","CLE","Tristan Thompson","thomptr01","23:32",2,6,0.333,0,0,NA,2,2,1,2,3,5,1,0,0,1,3,6,-5,NA,1
"348","201211020CLE","CLE","Daniel Gibson","gibsoda01","20:59",1,4,0.25,1,3,0.333,0,0,NA,0,3,3,4,1,0,3,6,3,-17,NA,1
"349","201211020CLE","CLE","C.J. Miles","milescj01","18:27",3,11,0.273,2,5,0.4,0,0,NA,0,1,1,2,1,0,1,1,8,-11,NA,1
"350","201211020CLE","CLE","Donald Sloan","sloando01","17:59",1,3,0.333,1,2,0.5,1,2,0.5,1,1,2,5,0,0,1,1,4,-8,NA,1
"351","201211020CLE","CLE","Samardo Samuels","samuesa01","17:50",3,5,0.6,0,0,NA,1,2,0.5,1,4,5,0,0,0,0,2,7,-11,NA,1
"352","201211020CLE","CLE","Tyler Zeller","zellety01","14:17",3,5,0.6,0,0,NA,2,5,0.4,2,0,2,0,2,0,1,4,8,-7,NA,1
"353","201211020CLE","CLE","Omri Casspi","casspom01","6:43",1,2,0.5,1,2,0.5,1,4,0.25,0,0,0,0,0,0,0,0,4,-8,NA,1
"354","201211020CLE","CLE","Jon Leuer","leuerjo01","6:23",0,1,0,0,1,0,0,0,NA,0,2,2,0,0,0,0,0,0,-6,NA,1
"355","201211020CLE","CLE","Luke Walton","waltolu01","4:26",0,3,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,2,0,-11,NA,1
"356","201211020GSW","MEM","Marc Gasol","gasolma01","37:22:00",7,13,0.538,0,0,NA,7,8,0.875,0,6,6,5,0,1,1,4,21,17,NA,1
"357","201211020GSW","MEM","Zach Randolph","randoza01","36:09:00",5,10,0.5,0,1,0,5,5,1,4,10,14,0,1,1,5,4,15,9,NA,1
"358","201211020GSW","MEM","Rudy Gay","gayru01","34:49:00",7,18,0.389,0,2,0,4,8,0.5,2,6,8,0,0,1,2,2,18,9,NA,1
"359","201211020GSW","MEM","Mike Conley","conlemi01","33:58:00",5,9,0.556,3,5,0.6,8,8,1,0,3,3,7,5,0,3,3,21,14,NA,1
"360","201211020GSW","MEM","Tony Allen","allento01","29:49:00",3,9,0.333,0,0,NA,0,1,0,1,2,3,1,1,0,0,2,6,9,NA,1
"361","201211020GSW","MEM","Marreese Speights","speigma01","18:19",2,7,0.286,0,0,NA,0,0,NA,2,3,5,0,0,1,1,4,4,-5,NA,1
"362","201211020GSW","MEM","Quincy Pondexter","pondequ01","17:50",1,2,0.5,0,0,NA,2,2,1,0,1,1,2,1,0,0,1,4,-1,NA,1
"363","201211020GSW","MEM","Wayne Ellington","ellinwa01","17:43",3,6,0.5,2,4,0.5,2,2,1,0,0,0,3,1,0,0,0,10,2,NA,1
"364","201211020GSW","MEM","Jerryd Bayless","bayleje01","14:02",2,3,0.667,1,1,1,0,0,NA,0,0,0,4,0,0,1,2,5,-4,NA,1
"365","201211020GSW","GSW","Stephen Curry","curryst01","42:30:00",10,20,0.5,6,10,0.6,0,1,0,1,4,5,7,1,0,4,3,26,-7,NA,1
"366","201211020GSW","GSW","Klay Thompson","thompkl01","38:27:00",4,10,0.4,1,2,0.5,2,2,1,0,3,3,5,1,1,1,1,11,-5,NA,1
"367","201211020GSW","GSW","David Lee","leeda02","34:58:00",8,13,0.615,0,0,NA,0,0,NA,0,7,7,0,0,0,4,5,16,-1,NA,1
"368","201211020GSW","GSW","Harrison Barnes","barneha02","23:22",3,7,0.429,2,5,0.4,0,0,NA,0,0,0,1,0,0,2,5,8,-11,NA,1
"369","201211020GSW","GSW","Andrew Bogut","bogutan01","18:00",2,5,0.4,0,0,NA,0,0,NA,1,2,3,1,0,1,2,3,4,-16,NA,1
"370","201211020GSW","GSW","Jarrett Jack","jackja01","27:17:00",2,6,0.333,1,2,0.5,0,0,NA,0,4,4,6,0,0,0,2,5,1,NA,1
"371","201211020GSW","GSW","Carl Landry","landrca01","23:40",5,10,0.5,0,0,NA,10,12,0.833,4,2,6,1,1,0,3,3,20,12,NA,1
"372","201211020GSW","GSW","Festus Ezeli","ezelife01","12:31",2,5,0.4,0,0,NA,0,0,NA,2,2,4,0,2,2,2,1,4,-4,NA,1
"373","201211020GSW","GSW","Richard Jefferson","jefferi01","9:40",0,1,0,0,1,0,0,0,NA,0,2,2,0,0,0,0,0,0,-9,NA,1
"374","201211020GSW","GSW","Andris Biedrins","biedran01","6:06",0,1,0,0,0,NA,0,2,0,0,1,1,0,0,1,0,1,0,-11,NA,1
"375","201211020GSW","GSW","Brandon Rush","rushbr01","1:51",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,3,NA,1
"376","201211020GSW","GSW","Draymond Green","greendr01","1:39",0,2,0,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,-2,NA,1
"377","201211020LAL","LAC","Chris Paul","paulch01","34:02:00",7,15,0.467,1,3,0.333,3,4,0.75,0,6,6,15,3,0,1,3,18,19,NA,1
"378","201211020LAL","LAC","Blake Griffin","griffbl01","33:07:00",6,15,0.4,0,1,0,3,5,0.6,3,5,8,3,2,0,4,6,15,15,NA,1
"379","201211020LAL","LAC","Caron Butler","butleca01","25:17:00",5,7,0.714,2,3,0.667,2,2,1,0,2,2,0,1,1,2,1,14,4,NA,1
"380","201211020LAL","LAC","DeAndre Jordan","jordade01","22:58",2,3,0.667,0,0,NA,0,3,0,2,3,5,0,0,2,0,3,4,7,NA,1
"381","201211020LAL","LAC","Willie Green","greenwi01","13:16",3,6,0.5,2,5,0.4,0,0,NA,0,1,1,1,1,0,1,3,8,3,NA,1
"382","201211020LAL","LAC","Jamal Crawford","crawfja01","31:13:00",5,12,0.417,2,4,0.5,9,9,1,0,3,3,1,3,0,0,1,21,3,NA,1
"383","201211020LAL","LAC","Matt Barnes","barnema02","28:17:00",4,9,0.444,0,2,0,0,0,NA,2,3,5,1,1,0,0,1,8,8,NA,1
"384","201211020LAL","LAC","Lamar Odom","odomla01","18:36",2,8,0.25,1,4,0.25,0,0,NA,0,2,2,1,0,0,0,0,5,-6,NA,1
"385","201211020LAL","LAC","Eric Bledsoe","bledser01","14:04",4,8,0.5,0,0,NA,2,2,1,1,1,2,1,1,0,1,2,10,-7,NA,1
"386","201211020LAL","LAC","Ryan Hollins","holliry01","12:17",0,1,0,0,0,NA,2,2,1,1,1,2,0,0,0,1,6,2,2,NA,1
"387","201211020LAL","LAC","Ronny Turiaf","turiaro01","6:54",0,0,NA,0,0,NA,0,0,NA,0,1,1,1,0,1,1,0,0,2,NA,1
"388","201211020LAL","LAL","Kobe Bryant","bryanko01","42:55:00",14,23,0.609,2,3,0.667,10,10,1,2,4,6,1,2,0,6,1,40,-7,NA,1
"389","201211020LAL","LAL","Pau Gasol","gasolpa01","38:50:00",5,9,0.556,0,0,NA,0,0,NA,3,11,14,3,1,0,1,3,10,-8,NA,1
"390","201211020LAL","LAL","Steve Blake","blakest01","38:41:00",2,6,0.333,2,3,0.667,2,2,1,0,1,1,2,0,0,3,6,8,-2,NA,1
"391","201211020LAL","LAL","Metta World Peace","artesro01","38:18:00",3,10,0.3,1,7,0.143,1,2,0.5,0,1,1,3,2,0,2,5,8,-2,NA,1
"392","201211020LAL","LAL","Dwight Howard","howardw01","30:28:00",4,7,0.571,0,0,NA,5,10,0.5,1,7,8,2,0,5,4,5,13,-3,NA,1
"393","201211020LAL","LAL","Antawn Jamison","jamisan01","19:39",1,2,0.5,0,0,NA,2,4,0.5,1,5,6,1,1,1,1,0,4,-2,NA,1
