"","X","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","Game.Date"
"173",173,"201210310PHO","PHO","Luis Scola","scolalu01","31:57:00",7,13,0.538,1,2,0.5,0,0,NA,2,9,11,1,3,3,0,3,15,0,NA,1,2012-10-31
"174",174,"201210310PHO","PHO","Michael Beasley","beaslmi01","22:08",2,9,0.222,1,2,0.5,3,4,0.75,1,3,4,1,0,1,2,0,8,-6,NA,1,2012-10-31
"175",175,"201210310PHO","PHO","P.J. Tucker","tuckepj01","23:04",5,9,0.556,0,0,NA,0,0,NA,2,0,2,0,1,1,1,2,10,5,NA,1,2012-10-31
"176",176,"201210310PHO","PHO","Markieff Morris","morrima02","16:03",2,5,0.4,0,2,0,0,0,NA,0,3,3,1,1,0,1,3,4,-2,NA,1,2012-10-31
"177",177,"201210310PHO","PHO","Shannon Brown","brownsh01","15:46",2,8,0.25,0,2,0,4,4,1,0,0,0,1,1,0,3,2,8,-15,NA,1,2012-10-31
"178",178,"201210310PHO","PHO","Jermaine O'Neal","onealje01","13:41",0,0,NA,0,0,NA,0,0,NA,1,1,2,0,0,1,1,1,0,-12,NA,1,2012-10-31
"179",179,"201210310PHO","PHO","Sebastian Telfair","telfase01","11:21",1,3,0.333,0,2,0,0,0,NA,0,1,1,0,0,0,0,4,2,-8,NA,1,2012-10-31
"180",180,"201210310POR","LAL","Dwight Howard","howardw01","41:21:00",9,15,0.6,0,0,NA,15,19,0.789,6,8,14,5,1,1,3,5,33,-2,NA,1,2012-10-31
"181",181,"201210310POR","LAL","Pau Gasol","gasolpa01","39:51:00",7,14,0.5,0,0,NA,2,2,1,3,6,9,2,1,0,2,3,16,6,NA,1,2012-10-31
"182",182,"201210310POR","LAL","Kobe Bryant","bryanko01","38:29:00",10,20,0.5,4,9,0.444,6,7,0.857,2,4,6,3,0,0,7,5,30,9,NA,1,2012-10-31
"183",183,"201210310POR","LAL","Metta World Peace","artesro01","32:32:00",4,5,0.8,2,3,0.667,0,0,NA,0,3,3,2,1,1,6,6,10,10,NA,1,2012-10-31
"184",184,"201210310POR","LAL","Steve Nash","nashst01","16:02",1,3,0.333,0,1,0,0,0,NA,0,4,4,4,1,0,2,1,2,0,NA,1,2012-10-31
"185",185,"201210310POR","LAL","Steve Blake","blakest01","27:45:00",3,4,0.75,1,1,1,0,0,NA,1,2,3,3,2,0,0,0,7,3,NA,1,2012-10-31
"186",186,"201210310POR","LAL","Antawn Jamison","jamisan01","13:14",0,2,0,0,2,0,2,2,1,0,1,1,0,0,0,0,0,2,-21,NA,1,2012-10-31
"187",187,"201210310POR","LAL","Devin Ebanks","ebankde01","12:22",1,3,0.333,0,1,0,0,0,NA,1,0,1,1,0,0,2,3,2,-5,NA,1,2012-10-31
"188",188,"201210310POR","LAL","Jordan Hill","hilljo01","8:21",0,4,0,0,0,NA,1,2,0.5,2,2,4,0,0,0,2,3,1,-20,NA,1,2012-10-31
"189",189,"201210310POR","LAL","Jodie Meeks","meeksjo01","5:01",1,2,0.5,1,1,1,0,0,NA,0,0,0,0,0,0,0,1,3,-13,NA,1,2012-10-31
"190",190,"201210310POR","LAL","Chris Duhon","duhonch01","4:13",0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,1,0,-13,NA,1,2012-10-31
"191",191,"201210310POR","LAL","Robert Sacre","sacrero01","0:49",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,-4,NA,1,2012-10-31
"192",192,"201210310POR","POR","Nicolas Batum","batumni01","40:25:00",9,16,0.563,3,9,0.333,5,7,0.714,4,2,6,1,3,1,1,2,26,0,NA,1,2012-10-31
"193",193,"201210310POR","POR","LaMarcus Aldridge","aldrila01","38:42:00",9,20,0.45,0,0,NA,1,1,1,0,3,3,0,0,2,1,2,19,2,NA,1,2012-10-31
"194",194,"201210310POR","POR","Wesley Matthews","matthwe02","36:51:00",7,11,0.636,4,6,0.667,4,6,0.667,0,2,2,2,4,0,0,5,22,5,NA,1,2012-10-31
"195",195,"201210310POR","POR","Damian Lillard","lillada01","34:59:00",7,17,0.412,1,4,0.25,8,8,1,0,3,3,11,1,0,6,2,23,16,NA,1,2012-10-31
"196",196,"201210310POR","POR","J.J. Hickson","hicksjj01","24:40:00",5,10,0.5,0,0,NA,3,3,1,5,5,10,1,1,2,3,4,13,-7,NA,1,2012-10-31
"197",197,"201210310POR","POR","Meyers Leonard","leoname01","23:20",1,2,0.5,0,0,NA,2,2,1,0,3,3,1,0,0,0,3,4,17,NA,1,2012-10-31
"198",198,"201210310POR","POR","Sasha Pavlovic","pavloal01","18:05",3,4,0.75,1,1,1,0,1,0,1,0,1,1,1,0,0,0,7,13,NA,1,2012-10-31
"199",199,"201210310POR","POR","Nolan Smith","smithno01","13:40",1,2,0.5,0,0,NA,0,0,NA,0,0,0,2,0,0,1,0,2,-4,NA,1,2012-10-31
"200",200,"201210310POR","POR","Jared Jeffries","jeffrja01","9:18",0,1,0,0,0,NA,0,0,NA,0,2,2,0,0,0,0,2,0,8,NA,1,2012-10-31
"201",201,"201210310TOR","IND","Gerald Green","greenge01","36:41:00",2,7,0.286,2,4,0.5,0,0,NA,0,2,2,2,0,1,6,1,6,1,NA,1,2012-10-31
"202",202,"201210310TOR","IND","Paul George","georgpa01","35:10:00",7,15,0.467,0,0,NA,0,0,NA,2,13,15,5,0,1,5,2,14,3,NA,1,2012-10-31
"203",203,"201210310TOR","IND","George Hill","hillge01","32:48:00",3,9,0.333,1,4,0.25,1,2,0.5,0,1,1,7,0,1,1,3,8,2,NA,1,2012-10-31
"204",204,"201210310TOR","IND","Roy Hibbert","hibbero01","29:14:00",6,13,0.462,0,0,NA,2,4,0.5,3,7,10,3,1,5,0,3,14,7,NA,1,2012-10-31
"205",205,"201210310TOR","IND","David West","westda01","27:54:00",12,19,0.632,0,1,0,1,1,1,0,2,2,1,1,0,0,3,25,0,NA,1,2012-10-31
"206",206,"201210310TOR","IND","Tyler Hansbrough","hansbty01","20:07",2,5,0.4,0,0,NA,4,4,1,0,3,3,1,0,0,0,0,8,2,NA,1,2012-10-31
"207",207,"201210310TOR","IND","Ian Mahinmi","mahinia01","18:44",0,1,0,0,0,NA,1,2,0.5,2,3,5,0,0,2,4,3,1,-5,NA,1,2012-10-31
"208",208,"201210310TOR","IND","D.J. Augustin","augusdj01","15:12",1,4,0.25,1,1,1,2,3,0.667,0,1,1,2,1,0,2,1,5,0,NA,1,2012-10-31
"209",209,"201210310TOR","IND","Lance Stephenson","stephla01","12:50",2,3,0.667,1,1,1,0,0,NA,1,3,4,0,0,0,0,0,5,-1,NA,1,2012-10-31
"210",210,"201210310TOR","IND","Sam Young","youngsa01","11:21",2,2,1,0,0,NA,0,0,NA,1,2,3,1,0,0,0,0,4,1,NA,1,2012-10-31
"211",211,"201210310TOR","TOR","Kyle Lowry","lowryky01","36:12:00",6,11,0.545,2,3,0.667,7,7,1,1,6,7,8,5,0,2,3,21,-1,NA,1,2012-10-31
"212",212,"201210310TOR","TOR","Andrea Bargnani","bargnan01","34:22:00",4,15,0.267,1,4,0.25,7,8,0.875,0,3,3,1,0,3,3,2,16,-3,NA,1,2012-10-31
"213",213,"201210310TOR","TOR","DeMar DeRozan","derozde01","27:29:00",5,14,0.357,0,0,NA,0,0,NA,3,2,5,1,0,1,0,1,10,-5,NA,1,2012-10-31
"214",214,"201210310TOR","TOR","Landry Fields","fieldla01","24:05:00",0,6,0,0,1,0,0,0,NA,0,2,2,1,1,0,1,1,0,6,NA,1,2012-10-31
"215",215,"201210310TOR","TOR","Jonas Valanciunas","valanjo01","23:05",6,15,0.4,0,0,NA,0,0,NA,6,4,10,0,0,1,0,4,12,-7,NA,1,2012-10-31
"216",216,"201210310TOR","TOR","Jose Calderon","caldejo01","25:43:00",6,12,0.5,3,6,0.5,0,0,NA,0,1,1,3,1,0,1,1,15,-8,NA,1,2012-10-31
"217",217,"201210310TOR","TOR","Alan Anderson","anderal01","18:50",0,3,0,0,1,0,0,0,NA,1,1,2,4,3,0,1,0,0,1,NA,1,2012-10-31
"218",218,"201210310TOR","TOR","Amir Johnson","johnsam01","17:05",2,6,0.333,0,0,NA,1,2,0.5,3,4,7,0,2,1,0,3,5,4,NA,1,2012-10-31
"219",219,"201210310TOR","TOR","Ed Davis","davised01","13:38",2,4,0.5,0,0,NA,1,2,0.5,1,1,2,0,0,2,2,1,5,1,NA,1,2012-10-31
"220",220,"201210310TOR","TOR","Aaron Gray","grayaa01","7:48",2,2,1,0,0,NA,0,0,NA,0,1,1,0,0,0,0,2,4,1,NA,1,2012-10-31
"221",221,"201210310TOR","TOR","Terrence Ross","rosste01","6:24",0,2,0,0,2,0,0,0,NA,0,1,1,0,0,0,0,0,0,4,NA,1,2012-10-31
"222",222,"201210310TOR","TOR","John Lucas","lucasjo02","5:19",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-3,NA,1,2012-10-31
"223",223,"201210310UTA","DAL","Darren Collison","collida01","32:41:00",6,12,0.5,2,2,1,3,3,1,1,3,4,7,1,0,1,2,17,-3,NA,1,2012-10-31
"224",224,"201210310UTA","DAL","O.J. Mayo","mayooj01","30:39:00",3,9,0.333,3,5,0.6,3,4,0.75,0,4,4,3,0,0,2,4,12,-1,NA,1,2012-10-31
"225",225,"201210310UTA","DAL","Shawn Marion","mariosh01","29:27:00",2,7,0.286,1,2,0.5,0,0,NA,2,9,11,4,0,0,4,1,5,0,NA,1,2012-10-31
"226",226,"201210310UTA","DAL","Brandan Wright","wrighbr03","25:53:00",7,8,0.875,0,0,NA,1,2,0.5,0,3,3,1,0,2,1,2,15,1,NA,1,2012-10-31
"227",227,"201210310UTA","DAL","Elton Brand","brandel01","25:42:00",2,8,0.25,0,0,NA,1,2,0.5,3,4,7,2,3,2,2,3,5,-2,NA,1,2012-10-31
"228",228,"201210310UTA","DAL","Jae Crowder","crowdja01","21:38",3,11,0.273,2,6,0.333,0,2,0,0,3,3,1,0,0,0,5,8,-10,NA,1,2012-10-31
"229",229,"201210310UTA","DAL","Vince Carter","cartevi01","20:00",3,12,0.25,2,4,0.5,4,4,1,0,1,1,2,0,0,1,5,12,-9,NA,1,2012-10-31
"230",230,"201210310UTA","DAL","Bernard James","jamesbe01","16:09",1,5,0.2,0,0,NA,6,6,1,2,4,6,0,1,0,1,3,8,-27,NA,1,2012-10-31
"231",231,"201210310UTA","DAL","Rodrigue Beaubois","beaubro01","15:19",3,5,0.6,1,2,0.5,1,1,1,0,1,1,0,2,1,1,3,8,-16,NA,1,2012-10-31
"232",232,"201210310UTA","DAL","Eddy Curry","curryed01","8:01",1,1,1,0,0,NA,0,2,0,0,0,0,0,0,0,2,3,2,0,NA,1,2012-10-31
"233",233,"201210310UTA","DAL","Dahntay Jones","jonesda02","7:43",1,4,0.25,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,-24,NA,1,2012-10-31
"234",234,"201210310UTA","DAL","Jared Cunningham","cunnija01","6:03",0,3,0,0,1,0,0,0,NA,0,0,0,0,1,0,1,1,0,-4,NA,1,2012-10-31
"235",235,"201210310UTA","DAL","Dominique Jones","jonesdo02","0:45",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,2012-10-31
"236",236,"201210310UTA","UTA","Paul Millsap","millspa01","32:55:00",5,12,0.417,0,0,NA,3,4,0.75,8,7,15,3,1,0,0,3,13,18,NA,1,2012-10-31
"237",237,"201210310UTA","UTA","Mo Williams","willima01","29:52:00",7,16,0.438,2,4,0.5,5,5,1,0,2,2,6,2,2,2,2,21,17,NA,1,2012-10-31
"238",238,"201210310UTA","UTA","Marvin Williams","willima02","29:33:00",7,13,0.538,2,3,0.667,5,5,1,0,3,3,1,1,1,1,2,21,9,NA,1,2012-10-31
"239",239,"201210310UTA","UTA","Al Jefferson","jeffeal01","28:30:00",4,11,0.364,0,0,NA,4,4,1,5,9,14,2,3,0,1,2,12,8,NA,1,2012-10-31
"240",240,"201210310UTA","UTA","Gordon Hayward","haywago01","23:49",4,10,0.4,0,1,0,3,5,0.6,3,0,3,2,0,0,0,3,11,1,NA,1,2012-10-31
"241",241,"201210310UTA","UTA","Randy Foye","foyera01","21:55",4,9,0.444,2,4,0.5,3,3,1,0,3,3,3,0,0,1,2,13,19,NA,1,2012-10-31
"242",242,"201210310UTA","UTA","Jamaal Tinsley","tinslja01","18:08",1,4,0.25,0,1,0,0,0,NA,0,1,1,4,1,1,1,3,2,2,NA,1,2012-10-31
"243",243,"201210310UTA","UTA","Derrick Favors","favorde01","17:59",1,2,0.5,0,0,NA,4,6,0.667,2,8,10,0,0,2,3,3,6,11,NA,1,2012-10-31
"244",244,"201210310UTA","UTA","DeMarre Carroll","carrode01","16:11",1,5,0.2,0,1,0,3,4,0.75,1,1,2,2,0,1,0,1,5,11,NA,1,2012-10-31
"245",245,"201210310UTA","UTA","Enes Kanter","kanteen01","14:20",3,5,0.6,0,0,NA,0,2,0,1,6,7,0,1,1,4,3,6,2,NA,1,2012-10-31
"246",246,"201210310UTA","UTA","Kevin Murphy","murphke01","2:16",1,2,0.5,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,2,-1,NA,1,2012-10-31
"247",247,"201210310UTA","UTA","Jeremy Evans","evansje01","2:16",0,0,NA,0,0,NA,1,2,0.5,0,1,1,0,1,0,0,0,1,-1,NA,1,2012-10-31
"248",248,"201210310UTA","UTA","Alec Burks","burksal01","2:16",0,0,NA,0,0,NA,0,2,0,0,0,0,1,0,0,0,0,0,-1,NA,1,2012-10-31
"249",249,"201211010SAS","OKC","Kevin Durant","duranke01","40:39:00",9,18,0.5,1,2,0.5,4,5,0.8,2,12,14,5,2,0,4,1,23,2,NA,1,2012-11-01
"250",250,"201211010SAS","OKC","Russell Westbrook","westbru01","37:27:00",6,21,0.286,0,3,0,6,8,0.75,3,5,8,5,0,0,6,3,18,2,NA,1,2012-11-01
"251",251,"201211010SAS","OKC","Serge Ibaka","ibakase01","31:02:00",2,7,0.286,0,1,0,0,0,NA,1,8,9,0,0,2,1,5,4,-8,NA,1,2012-11-01
"252",252,"201211010SAS","OKC","Kendrick Perkins","perkike01","27:59:00",1,2,0.5,0,0,NA,0,0,NA,3,3,6,2,0,1,1,4,2,-6,NA,1,2012-11-01
"253",253,"201211010SAS","OKC","Thabo Sefolosha","sefolth01","27:18:00",2,7,0.286,2,3,0.667,2,2,1,0,3,3,1,0,0,1,1,8,-4,NA,1,2012-11-01
"254",254,"201211010SAS","OKC","Kevin Martin","martike02","32:31:00",4,10,0.4,3,6,0.5,4,4,1,1,1,2,5,1,0,1,2,15,6,NA,1,2012-11-01
"255",255,"201211010SAS","OKC","Nick Collison","collini01","20:01",2,6,0.333,0,0,NA,2,2,1,1,0,1,0,1,1,2,2,6,4,NA,1,2012-11-01
"256",256,"201211010SAS","OKC","Hasheem Thabeet","thabeha01","12:09",0,0,NA,0,0,NA,1,2,0.5,1,1,2,0,2,1,1,2,1,-2,NA,1,2012-11-01
"257",257,"201211010SAS","OKC","Eric Maynor","maynoer01","10:33",3,6,0.5,1,2,0.5,0,0,NA,0,3,3,0,0,0,1,0,7,-4,NA,1,2012-11-01
"258",258,"201211010SAS","OKC","Reggie Jackson","jacksre01","0:21",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,2012-11-01
"259",259,"201211010SAS","SAS","Boris Diaw","diawbo01","35:20:00",4,6,0.667,0,2,0,2,4,0.5,1,6,7,4,1,1,3,4,10,11,NA,1,2012-11-01
"260",260,"201211010SAS","SAS","Tony Parker","parketo01","34:52:00",6,13,0.462,1,2,0.5,1,2,0.5,1,2,3,11,0,0,1,3,14,-2,NA,1,2012-11-01
"261",261,"201211010SAS","SAS","Danny Green","greenda02","34:35:00",5,9,0.556,3,6,0.5,0,0,NA,0,5,5,2,1,0,0,2,13,0,NA,1,2012-11-01
"262",262,"201211010SAS","SAS","Tim Duncan","duncati01","33:43:00",8,19,0.421,0,0,NA,4,6,0.667,0,8,8,1,0,3,0,2,20,-5,NA,1,2012-11-01
"263",263,"201211010SAS","SAS","Kawhi Leonard","leonaka01","32:06:00",2,8,0.25,0,3,0,2,2,1,1,3,4,1,5,0,4,4,6,1,NA,1,2012-11-01
"264",264,"201211010SAS","SAS","Stephen Jackson","jacksst02","27:23:00",4,10,0.4,1,5,0.2,2,2,1,2,4,6,3,1,0,2,1,11,2,NA,1,2012-11-01
"265",265,"201211010SAS","SAS","Gary Neal","nealga01","16:47",4,6,0.667,0,1,0,0,0,NA,0,1,1,3,0,0,1,0,8,0,NA,1,2012-11-01
"266",266,"201211010SAS","SAS","DeJuan Blair","blairde01","10:31",1,5,0.2,0,0,NA,0,0,NA,1,3,4,1,0,0,1,1,2,9,NA,1,2012-11-01
"267",267,"201211010SAS","SAS","Matt Bonner","bonnema01","8:13",0,0,NA,0,0,NA,0,0,NA,0,1,1,1,1,0,0,1,0,0,NA,1,2012-11-01
"268",268,"201211010SAS","SAS","Tiago Splitter","splitti01","4:16",1,2,0.5,0,0,NA,0,0,NA,0,0,0,0,0,0,0,3,2,-4,NA,1,2012-11-01
"269",269,"201211010SAS","SAS","Patrick Mills","millspa02","2:15",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,-2,NA,1,2012-11-01
"270",270,"201211020ATL","HOU","Jeremy Lin","linje01","39:50:00",6,16,0.375,2,3,0.667,7,8,0.875,5,5,10,7,0,0,3,2,21,9,NA,1,2012-11-02
"271",271,"201211020ATL","HOU","James Harden","hardeja01","39:49:00",14,19,0.737,2,4,0.5,15,17,0.882,1,6,7,2,0,0,5,3,45,17,NA,1,2012-11-02
"272",272,"201211020ATL","HOU","Omer Asik","asikom01","35:13:00",0,7,0,0,0,NA,0,0,NA,9,10,19,1,1,1,3,2,0,15,NA,1,2012-11-02
"273",273,"201211020ATL","HOU","Chandler Parsons","parsoch01","30:41:00",2,9,0.222,1,6,0.167,1,2,0.5,2,3,5,6,3,0,3,2,6,1,NA,1,2012-11-02
"274",274,"201211020ATL","HOU","Patrick Patterson","pattepa01","28:58:00",4,11,0.364,1,4,0.25,0,0,NA,3,4,7,2,2,1,3,0,9,13,NA,1,2012-11-02
"275",275,"201211020ATL","HOU","Carlos Delfino","delfica01","25:47:00",2,8,0.25,1,5,0.2,2,2,1,0,2,2,2,2,0,2,1,7,-6,NA,1,2012-11-02
"276",276,"201211020ATL","HOU","Marcus Morris","morrima03","19:02",8,14,0.571,1,6,0.167,0,0,NA,2,3,5,0,0,0,1,2,17,-6,NA,1,2012-11-02
"277",277,"201211020ATL","HOU","Cole Aldrich","aldrico01","12:31",2,3,0.667,0,0,NA,0,0,NA,1,0,1,0,0,0,0,3,4,-6,NA,1,2012-11-02
"278",278,"201211020ATL","HOU","Toney Douglas","douglto01","8:10",0,3,0,0,2,0,0,0,NA,0,2,2,2,0,0,1,3,0,-2,NA,1,2012-11-02
"279",279,"201211020ATL","ATL","Josh Smith","smithjo03","41:33:00",9,21,0.429,0,1,0,0,0,NA,1,9,10,2,0,3,3,2,18,-7,NA,1,2012-11-02
"280",280,"201211020ATL","ATL","Al Horford","horfoal01","37:28:00",6,10,0.6,0,0,NA,2,2,1,0,5,5,3,1,0,2,1,14,-11,NA,1,2012-11-02
"281",281,"201211020ATL","ATL","Jeff Teague","teaguje01","27:01:00",6,10,0.6,0,0,NA,2,2,1,0,1,1,7,2,1,4,4,14,-10,NA,1,2012-11-02
"282",282,"201211020ATL","ATL","Devin Harris","harride01","21:41",4,10,0.4,1,5,0.2,0,0,NA,0,2,2,2,2,0,1,0,9,-5,NA,1,2012-11-02
"283",283,"201211020ATL","ATL","Kyle Korver","korveky01","14:45",0,3,0,0,2,0,0,0,NA,0,2,2,2,2,0,0,5,0,-6,NA,1,2012-11-02
"284",284,"201211020ATL","ATL","Louis Williams","willilo02","30:38:00",7,17,0.412,2,5,0.4,6,7,0.857,0,4,4,5,3,0,3,2,22,4,NA,1,2012-11-02
"285",285,"201211020ATL","ATL","DeShawn Stevenson","stevede01","28:59:00",4,6,0.667,4,6,0.667,0,0,NA,1,1,2,1,2,0,0,6,12,2,NA,1,2012-11-02
"286",286,"201211020ATL","ATL","Zaza Pachulia","pachuza01","21:51",4,5,0.8,0,0,NA,5,6,0.833,5,3,8,1,0,0,0,4,13,-3,NA,1,2012-11-02
"287",287,"201211020ATL","ATL","Anthony Tolliver","tollian01","16:05",0,3,0,0,3,0,0,0,NA,0,2,2,0,0,0,0,2,0,1,NA,1,2012-11-02
"288",288,"201211020BOS","MIL","Monta Ellis","ellismo01","36:33:00",6,20,0.3,2,6,0.333,0,0,NA,1,2,3,4,0,0,2,1,14,12,NA,1,2012-11-02
"289",289,"201211020BOS","MIL","Tobias Harris","harrito02","32:53:00",8,11,0.727,2,2,1,0,0,NA,0,6,6,2,0,1,3,1,18,9,NA,1,2012-11-02
"290",290,"201211020BOS","MIL","Brandon Jennings","jennibr01","28:35:00",9,17,0.529,1,3,0.333,2,3,0.667,0,2,2,13,6,0,2,2,21,12,NA,1,2012-11-02
"291",291,"201211020BOS","MIL","Ersan Ilyasova","ilyaser01","25:20:00",3,7,0.429,1,1,1,0,0,NA,4,7,11,1,1,0,2,4,7,10,NA,1,2012-11-02
"292",292,"201211020BOS","MIL","Samuel Dalembert","dalemsa01","15:28",1,1,1,0,0,NA,0,0,NA,1,2,3,1,0,0,1,1,2,6,NA,1,2012-11-02
"293",293,"201211020BOS","MIL","Ekpe Udoh","udohek01","23:21",3,5,0.6,0,0,NA,4,4,1,2,1,3,1,2,2,1,1,10,7,NA,1,2012-11-02
"294",294,"201211020BOS","MIL","Mike Dunleavy","dunlemi02","22:41",2,5,0.4,1,1,1,2,2,1,1,5,6,2,2,0,2,0,7,10,NA,1,2012-11-02
"295",295,"201211020BOS","MIL","Larry Sanders","sandela01","21:40",5,7,0.714,0,0,NA,0,0,NA,2,5,7,0,0,2,1,5,10,0,NA,1,2012-11-02
"296",296,"201211020BOS","MIL","Beno Udrih","udrihbe01","21:15",3,6,0.5,1,3,0.333,3,3,1,0,5,5,2,0,0,3,1,10,2,NA,1,2012-11-02
"297",297,"201211020BOS","MIL","Marquis Daniels","daniema01","9:37",0,5,0,0,2,0,0,0,NA,0,0,0,0,1,0,1,1,0,-4,NA,1,2012-11-02
"298",298,"201211020BOS","MIL","Doron Lamb","lambdo01","2:37",0,2,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-9,NA,1,2012-11-02
"299",299,"201211020BOS","BOS","Rajon Rondo","rondora01","40:30:00",6,12,0.5,0,1,0,2,4,0.5,0,4,4,11,3,0,2,3,14,-14,NA,1,2012-11-02
"300",300,"201211020BOS","BOS","Courtney Lee","leeco01","32:59:00",3,7,0.429,1,3,0.333,0,0,NA,1,1,2,1,1,0,3,2,7,-14,NA,1,2012-11-02
"301",301,"201211020BOS","BOS","Paul Pierce","piercpa01","27:47:00",3,11,0.273,1,3,0.333,4,4,1,0,6,6,2,0,0,4,3,11,-9,NA,1,2012-11-02
"302",302,"201211020BOS","BOS","Brandon Bass","bassbr01","26:55:00",3,6,0.5,0,1,0,4,4,1,1,5,6,3,1,0,1,0,10,-13,NA,1,2012-11-02
"303",303,"201211020BOS","BOS","Kevin Garnett","garneke01","25:30:00",6,14,0.429,0,0,NA,3,5,0.6,1,3,4,0,1,2,1,1,15,-4,NA,1,2012-11-02
"304",304,"201211020BOS","BOS","Jeff Green","greenje02","26:42:00",5,9,0.556,1,4,0.25,0,0,NA,0,1,1,0,2,1,1,0,11,-16,NA,1,2012-11-02
"305",305,"201211020BOS","BOS","Jason Terry","terryja01","24:41:00",4,6,0.667,2,2,1,0,0,NA,0,2,2,2,0,0,3,4,10,1,NA,1,2012-11-02
"306",306,"201211020BOS","BOS","Jared Sullinger","sullija01","17:59",2,5,0.4,0,0,NA,2,2,1,3,4,7,0,1,1,0,4,6,-4,NA,1,2012-11-02
"307",307,"201211020BOS","BOS","Leandro Barbosa","barbole01","7:13",1,3,0.333,0,0,NA,0,0,NA,0,1,1,1,0,0,0,0,2,3,NA,1,2012-11-02
"308",308,"201211020BOS","BOS","Darko Milicic","milicda01","4:30",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,2,1,0,-3,NA,1,2012-11-02
"309",309,"201211020BOS","BOS","Chris Wilcox","wilcoch01","2:37",0,0,NA,0,0,NA,2,2,1,0,1,1,1,0,0,0,0,2,9,NA,1,2012-11-02
"310",310,"201211020BOS","BOS","Kris Joseph","josepkr01","2:37",0,0,NA,0,0,NA,0,0,NA,0,1,1,1,0,0,1,0,0,9,NA,1,2012-11-02
"311",311,"201211020CHA","IND","Paul George","georgpa01","36:00:00",4,11,0.364,2,5,0.4,2,2,1,1,6,7,6,1,0,5,3,12,-4,NA,1,2012-11-02
"312",312,"201211020CHA","IND","David West","westda01","34:02:00",7,17,0.412,0,0,NA,0,2,0,0,6,6,2,1,0,1,1,14,-11,NA,1,2012-11-02
"313",313,"201211020CHA","IND","George Hill","hillge01","33:54:00",3,9,0.333,1,6,0.167,1,1,1,0,4,4,1,0,0,2,2,8,-8,NA,1,2012-11-02
"314",314,"201211020CHA","IND","Gerald Green","greenge01","31:54:00",3,12,0.25,1,6,0.167,0,4,0,1,3,4,0,0,1,2,2,7,-16,NA,1,2012-11-02
"315",315,"201211020CHA","IND","Roy Hibbert","hibbero01","23:43",3,4,0.75,0,0,NA,1,2,0.5,6,1,7,1,0,1,2,4,7,-6,NA,1,2012-11-02
"316",316,"201211020CHA","IND","Lance Stephenson","stephla01","25:06:00",6,9,0.667,2,3,0.667,1,2,0.5,0,6,6,4,2,0,3,0,15,13,NA,1,2012-11-02
"317",317,"201211020CHA","IND","Ian Mahinmi","mahinia01","21:31",2,5,0.4,0,0,NA,3,4,0.75,2,6,8,0,0,1,1,1,7,6,NA,1,2012-11-02
"318",318,"201211020CHA","IND","D.J. Augustin","augusdj01","16:46",1,7,0.143,1,5,0.2,0,0,NA,0,4,4,5,0,0,0,1,3,11,NA,1,2012-11-02
"319",319,"201211020CHA","IND","Tyler Hansbrough","hansbty01","16:44",4,9,0.444,0,1,0,7,8,0.875,4,2,6,0,1,2,1,2,15,9,NA,1,2012-11-02
"320",320,"201211020CHA","IND","Sam Young","youngsa01","0:20",0,0,NA,0,0,NA,1,2,0.5,0,0,0,0,0,0,0,0,1,1,NA,1,2012-11-02
"321",321,"201211020CHA","CHA","Gerald Henderson","hendege02","35:31:00",6,14,0.429,2,5,0.4,4,4,1,0,1,1,3,5,2,2,4,18,10,NA,1,2012-11-02
"322",322,"201211020CHA","CHA","Kemba Walker","walkeke02","33:01:00",10,21,0.476,1,1,1,9,10,0.9,3,2,5,3,1,1,1,1,30,13,NA,1,2012-11-02
"323",323,"201211020CHA","CHA","Brendan Haywood","haywobr01","31:14:00",1,3,0.333,0,0,NA,2,4,0.5,3,6,9,2,0,0,1,5,4,14,NA,1,2012-11-02
"324",324,"201211020CHA","CHA","Byron Mullens","mulleby01","31:06:00",3,10,0.3,0,6,0,0,0,NA,2,5,7,2,2,2,0,2,6,12,NA,1,2012-11-02
"325",325,"201211020CHA","CHA","Michael Kidd-Gilchrist","kiddgmi01","19:37",1,7,0.143,0,0,NA,0,0,NA,2,5,7,1,0,2,1,0,2,12,NA,1,2012-11-02
